Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri**Ma,nmo:hasMint^^uri**Mi,nmo:hasDenomination^^uri**De,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight**We,nmo:hasMinDiameter**DMi,nmo:hasMaxDiameter**DMa,nmo:hasDie^^blank**Di,Di__nmo:hasAxis,nmo:hasObverse^^blank**Ob,nmo:hasReverse^^blank**Re,Ob__rdfs:comment,Re__rdfs:comment,Ob__nmo:hasWear**WF,Re__nmo:hasWear**WB,Ob__nmo:hasCorrosion**CF,Re__nmo:hasCorrosion**CB,Ob__nmo:hasLegend
afe:294,gaz:2044341,nm:ae,nm:mediolanum,nm:aureus,M/-//A[ ]I[  ]*,CAESAR,4.26,16.3,21.43,1,7.0,1,1,Punzen,unkenntlich,2.0,1.0,5.0,4.0,...CO - NS...
afe:295,gaz:2049929,nm:billon,nm:laodiceia_ad_mare,nm:quadrans,A-B/r//TR od. A-B/*//TR,TIA_V,3.29,24.1,35.0,1,2.0,1,1,Kopf n. r.,VICTORI-A AVGGGZ,1.0,4.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:296,gaz:2049601,nm:ar,nm:lugdunum,nm:semis,?/-//.SIS.,Vs.: Kranz,1.62,24.6,20.9,1,2.0,1,1,Büste der Faustina I. oder II. r.,Vs: behlmte Büste n. r. CONSTAN-TIN[   ]SMIIXA[ ]. Rs: Zwei Viktorien halten Schild über Altar. VIVTORI[   ]. Im Schilde ?OT/P?-,5.0,3.0,5.0,4.0,...CO - NS...
afe:297,gaz:2044675,nm:av,nm:treveri,nm:drachma,r/-//ALEB,CAESAR,6.62,18.5,21.24,1,8.0,1,1,Drapierung am Schulteransatz.,steh. weibl. Gestalt n. l.,2.0,1.0,4.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:298,gaz:2049645,nm:av,nm:pella_macedon,nm:quadrans,-/-//SIS*,?,2.9,21.86,18.3,1,1.0,1,1,AVRELIVS CAESAR [AVG PII F COS].,weibl. Figur n. l. stehend,0.0,3.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:299,gaz:2048980,nm:billon,nm:tarraco,nm:drachma,SMN(Gamma),?,5.45,18.3,20.0,1,7.0,1,1,ANTONINVS [AVG PIVS P P].,TR P VII IMP IIII COS III,4.0,5.0,4.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:300,gaz:2050006,nm:ae,nm:ravenna,nm:antoninianus,-/A//-,?,3.24,11.0,22.0,1,8.0,1,1,NERO CAESAR AVGVSTVS K. r.SALVS sitzt n. l.,CONG AVG VIIII COS IIII.,4.0,0.0,2.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:301,gaz:2050243,nm:ae,nm:nicomedia,nm:siliqua,V__,TIA_V,3.07,17.3,21.24,1,7.0,1,1,Kopf r. belorbeert,DAIVS AVCVSTI,5.0,4.0,5.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:302,gaz:2052777,nm:ar,nm:lugdunum,nm:antoninianus,V__,?,1.91,21.59,19.0,1,2.0,1,1,IMPCAESDOMITAVG-GERMPMTRPVIII.,[IV]NONI R[EGINAE].,1.0,5.0,2.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:303,gaz:2050232,nm:billon,nm:cyzicus,nm:antoninianus,(Gamma)/-//-,Vs.: Kranz,0.86,28.6,21.55,1,11.0,1,1,bärt. Kopf n. r.,Altar?,5.0,1.0,5.0,4.0,...CO - NS...
afe:304,gaz:2050007,nm:ae,nm:narbo,nm:quarter-stater,-/-//Delta,?,24.64,17.5,21.12,1,11.0,1,1,HADRIANVS AVGVSTVS. Barhäuptige Büste des Kaisers n. r.,I [   ] IIII,5.0,4.0,5.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:305,gaz:2044339,nm:ae,nm:pella_macedon,nm:follis,-/-//PCON,?,7.32,14.9,21.36,1,8.0,1,1,Legendenbruchstück ...IVS ... erkennbar,sitz. Gestalt n. l. [    ]CO[SV...].,4.0,3.0,2.0,1.0,...CO - NS...
afe:306,gaz:2769681,nm:ar,nm:emerita,nm:miliarensis,-/-//(gamma)SIS,SE (Wertz 168.2),3.1,16.2,21.16,1,5.0,1,1,Dianakopf,Rev. in einem ^Klumpen^ eingebacken,0.0,4.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:307,gaz:2044751,nm:av,nm:caesaraugusta,nm:ae3,S/F//CSIS*,?,1.76,21.0,22.11,1,7.0,1,1,IMPCAESDOMITAVG-GERMPMTRPVIII.,Legendenbruchstück ...IVS ... erkennbar,3.0,0.0,2.0,4.0,...CO - NS...
afe:308,gaz:2048660,nm:ae,nm:commagene,nm:follis,L/D//COMOB,Vs.: Kranz,3.2,19.4,21.13,1,2.0,1,1,FAVSTINAI AVCVIIID,steh. weibl. Gestalt n. r. m. Füllhorn.,3.0,3.0,1.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:309,gaz:2049594,nm:ar,nm:aquileia,nm:aureus,S/-//-,?,3.4,28.84,1.6,1,7.0,1,1,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",MTAC COS III SAI AVG,3.0,4.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:310,gaz:2044667,nm:av,nm:ticinum,nm:quarter-stater,-/-//(M on TRP),TIA_V,6.78,21.31,21.8,1,2.0,1,1,GALLIENVS P F AVG,Vs: behlmte Büste n. r. CONSTAN-TIN[   ]SMIIXA[ ]. Rs: Zwei Viktorien halten Schild über Altar. VIVTORI[   ]. Im Schilde ?OT/P?-,4.0,4.0,4.0,3.0,...CO - NS...
afe:311,gaz:2049929,nm:av,nm:thessalonica,nm:aureus,-/-//?,CAESAR,8.54,24.7,14.0,1,6.0,1,1,DIVA FAVSTINA PIA.,[HILA]RIT[AS].,1.0,2.0,2.0,3.0,...CO - NS...
afe:312,gaz:2044319,nm:ae,nm:aquileia,nm:dupondius,[ ]SIRM,SE (Wertz 168.2),2.07,18.3,21.86,1,2.0,1,1,Rev. in einem ^Klumpen^ eingebacken,AVG PIV[S] PM TR P COS II.,3.0,1.0,1.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:313,gaz:2050232,nm:ar,nm:constantinople,nm:quadrans,-/-//SMTSA.,Vs.: Kranz,4.96,32.3,28.0,1,4.0,1,1,bärt. Kopf n. r. [.  ]P.,steh. weibl. Figur n. l.,4.0,0.0,5.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:314,gaz:2137454,nm:ae,nm:cyzicus,nm:tetradrachm,-/A//TES,Vs.: Kranz,2.03,21.59,21.16,1,7.0,1,1,leicht aufgeplatzte Oberfläche,Rev. in einem ^Klumpen^ eingebacken,1.0,3.0,4.0,4.0,...CO - NS...
afe:315,gaz:2044764,nm:billon,nm:tarraco,nm:semis,L/Delta//-,Vs.: Kranz,1.39,20.4,21.24,1,1.0,1,1,(...) FEL AVG (...),Variante = Ornament unter dem Eber auf der Rs.,3.0,3.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:316,gaz:2044318,nm:ae,nm:caesaraugusta,nm:miliarensis,M/D//CONOB,CAESAR,3.12,16.3,21.43,1,4.0,1,1,Büste n. r. [. ]VAFAV[.  ],Variante = Ornament unter dem Eber auf der Rs.,0.0,1.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:317,gaz:2133298,nm:ar,nm:emerita,nm:denarius,-/VI//-,?,20.16,1.8,21.49,1,1.0,1,1,[  ]-FAV[  ]. Kopf n. r.,AVCV OTAI,0.0,1.0,4.0,1.0,...CO - NS...
afe:318,gaz:2044947,nm:billon,nm:cyzicus,nm:miliarensis,S/F//GammaSIS*,TIA_V,3.69,22.11,21.8,1,12.0,1,1,Drapierung an linker Schulter.,"Minerva mit Helm, drapiert n. r., mit Wurfspieß und rundem Schild, zu den Füßen r. Eule, l. COS, r. IIII",3.0,4.0,2.0,1.0,...CO - NS...
afe:319,gaz:2117972,nm:ar,nm:colonia_patricia,nm:quinarius,-/S//SMK,TIA_V,2.82,22.0,21.12,1,5.0,1,1,ANTONINVS-AVGPIVSPP,(...) C (...)| sth. Gestalt n. l.,0.0,4.0,1.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:320,gaz:2044775,nm:ar,nm:heracleia_thracica,nm:antoninianus,XI__,TIA_V,3.14,30.8,18.3,1,7.0,1,1,[M] ANTONINVS AVG TR P XXIII.,Stern mit acht Strahlen| CAEVS JVLIVS,0.0,0.0,3.0,2.0,...CO - NS...
afe:321,gaz:2044338,nm:ae,nm:ravenna,nm:as,-/?//ALE,Vs.: Kranz,1.85,20.4,35.0,1,5.0,1,1,Drapierung an linker Schulter.,P M TR P XIII] IMP VIII COS V P [P].,2.0,1.0,1.0,3.0,...CO - NS...
afe:322,gaz:2044319,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:drachma,-/-//ANT(Delta)*,SE (Wertz 168.2),3.06,16.9,27.0,1,5.0,1,1,drapierte Büste.,Fides n. l. zwischen zwei Feldzeichen| P M TR P XVIII COS IIII P P,0.0,4.0,3.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:323,gaz:2050022,nm:ae,nm:laodiceia_ad_mare,nm:quarter-stater,-/Delta//-,Vs.: Kranz,3.49,23.0,21.86,1,4.0,1,1,Bruchstück der Rev.(?)-Legende: ... SPMT ...,COS (V) DFSII,4.0,2.0,2.0,2.0,...CO - NS...
afe:324,gaz:2044328,nm:ar,nm:tarraco,nm:tetradrachm,-/-//P,CAESAR,1.81,15.1,1.6,1,5.0,1,1,DN [?] IVII-TIVIII II VC,Aequitas(?),2.0,0.0,1.0,2.0,...CO - NS...
afe:325,gaz:2050006,nm:ae,nm:ravenna,nm:aureus,-/(・?)//,?,5.21,18.5,21.8,1,7.0,1,1,IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,CONG AVG VIIII COS IIII.,4.0,2.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:326,gaz:2049594,nm:ae,nm:nicomedia,nm:quarter-stater,-/-//(C on TRP),CAESAR,2.22,17.5,27.0,1,11.0,1,1,Kopf n. r. [. ]NTONINVS.,VOTA SOLV[     ].,0.0,3.0,2.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:327,gaz:2049906,nm:ae,nm:aquileia,nm:dupondius,*/-//-,SE (Wertz 168.2),7.91,1.8,22.05,1,11.0,1,1,[  ]PFELAV[  ].,sitz. Gestalt n. l.,2.0,1.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:328,gaz:2048980,nm:billon,nm:antiocheia_syria,nm:denarius,-/-//SCON,Vs.: Kranz,3.46,22.11,21.91,1,1.0,1,1,IAVSTNA AVCVITA,Bruchstück der Rev.(?)-Legende: ... SPMT ...,0.0,1.0,3.0,1.0,...CO - NS...
afe:329,gaz:2044332,nm:av,nm:tripolis_phoenicia,nm:dupondius,H/-//-,TIA_V,3.51,17.2,18.3,1,7.0,1,1,Kopf m. L. n. re.| ANTONINVS PIVS AVG GERM,VICTORI-A AVGGGZ,4.0,1.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:330,gaz:2050022,nm:ar,nm:cyzicus,nm:antoninianus,H/-//-,Vs.: Kranz,4.45,17.4,21.49,1,12.0,1,1,Kopf n. r. [   ]NVS-AV[.  ].,Punkt über Lilie.,2.0,5.0,2.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:331,gaz:2044675,nm:ae,nm:cyzicus,nm:miliarensis,XI__,TIA_V,3.2,18.8,22.43,1,11.0,1,1,[   ]ON III VSAVC FIVSPPTIIOY,NERO CAESAR AVGVSTVS K. r.SALVS sitzt n. l.,4.0,1.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:332,gaz:2044675,nm:av,nm:treveri,nm:aureus,-/-//TRP,TIA_V,3.26,24.6,18.6,1,7.0,1,1,ANTONINVS [AVG PIVS P P].,FORTVN NHDV X,1.0,1.0,2.0,5.0,...CO - NS...
afe:333,gaz:2049645,nm:ar,nm:caesaraugusta,nm:reduced_siliqua,-/-//XI,CAESAR,4.49,1.6,18.6,1,11.0,1,1,RS: OP [   ]| weibl. F. sitzend n. r.,zum Teil keine Buchstaben des lateinischen Alphabets,4.0,1.0,5.0,1.0,...CO - NS...
afe:334,gaz:2049721,nm:ar,nm:pella_macedon,nm:miliarensis,__IV,SE (Wertz 168.2),22.39,18.6,18.3,1,8.0,1,1,AVRELIVS CAESAR [AVG PII F COS].,Pax,0.0,2.0,2.0,2.0,...CO - NS...
afe:335,gaz:2044750,nm:av,nm:constantinople,nm:ae2,-/-//H,Vs.: Kranz,27.75,18.6,22.05,1,2.0,1,1,Zeuskopf mit Ammonshörnern n. r.,AVG PIV[S] PM TR P COS II.,2.0,1.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:336,gaz:2117972,nm:ae,nm:londinium,nm:solidus,r/-//ALEB,?,3.3,20.0,21.4,1,5.0,1,1,DIVA FAV-[    ].,steh. GEstalt n. l.m. Füllhorn. [   ]IIIIC[   ]?,1.0,4.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:337,gaz:2050022,nm:billon,nm:treveri,nm:stater,M/-//A[ ]I[  ]*,CAESAR,4.61,18.0,21.73,1,2.0,1,1,bärt. Kopf n. r.,Fortuna Redux,3.0,3.0,5.0,4.0,...CO - NS...
afe:338,gaz:2049721,nm:ar,nm:mogontiacum,nm:reduced_siliqua,-/-//ANT(Delta)*,Vs.: Kranz,6.46,21.12,21.36,1,2.0,1,1,[IMP CAE]SAR TRAIAN [HADRIANVS AVG].,Rs. Victoria beschreibt Schild,2.0,2.0,1.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:339,gaz:2044318,nm:ar,nm:viminacium,nm:semis,-/-//CONOB,?,8.1,20.89,23.0,1,6.0,1,1,Kopf n. r. IMP CAES[  ]VES[  ] (unten rechts anfangend).,"COS V PP SPQR OPTIMO PRINC, Minerva sitzend",3.0,1.0,3.0,3.0,...CO - NS...
afe:340,gaz:2049601,nm:ar,nm:tripolis_phoenicia,nm:double-sestertius,-/-//Z,SE (Wertz 168.2),14.62,21.73,21.91,1,2.0,1,1,IMP CAE L SEP SEV PERT AVG COS II,PONT MAX...,3.0,4.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:341,gaz:2044781,nm:ar,nm:thessalonica,nm:solidus,R/V//COMOB,CAESAR,1.49,22.0,21.31,1,5.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,FORTVN NHDV X,2.0,4.0,2.0,3.0,...CO - NS...
afe:342,gaz:2048980,nm:ar,nm:treveri,nm:follis,-/-//TRS(Punkt),?,0.49,15.0,21.36,1,12.0,1,1,L VERVS AVG ARM PARTH MAX.,weibl. Gestalt steht n. l. am Altar m. erhob. l. Arm.,4.0,5.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:343,gaz:2050220,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:dupondius,-/-//C·A,TIA_V,2.41,23.9,21.86,1,6.0,1,1,[M] ANTONINVS AVG TR P XXIII.,"Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",0.0,2.0,3.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:344,gaz:2049900,nm:av,nm:londinium,nm:dupondius,R/F//?,TIA_V,1.52,32.4,22.8,1,1.0,1,1,Buchstabe L,sitz. Gestalt n. l.,5.0,2.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:345,gaz:2137454,nm:ae,nm:thessalonica,nm:ae2,T/F//ART,?,1.88,20.9,20.9,1,5.0,1,1,FAVSTINA [AVGUSTA].,"stark abgenutzter Stempel, flaue Prägung.",2.0,3.0,1.0,1.0,...CO - NS...
afe:346,gaz:2050006,nm:av,nm:ostia,nm:drachma,M/D//COMOB,CAESAR,9.07,15.1,23.0,1,11.0,1,1,Brustb. d. Faustina DIVA FAVSTINA|,"PONTIF MAXIM, Vespasian sitzend n. r. mit Szepter r. und Zweig l.",1.0,2.0,3.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:347,gaz:2049928,nm:ae,nm:laodiceia_ad_mare,nm:quadrans,-/-//SMN,CAESAR,3.0,21.31,22.43,1,1.0,1,1,Kopf n. r. [   ]NVS-AV[.  ].,CONG AVG VIIII COS IIII.,4.0,1.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:348,gaz:2044750,nm:billon,nm:viminacium,nm:ae3,-/-//TRP,SE (Wertz 168.2),13.45,23.9,35.0,1,7.0,1,1,ANTONINVS AVG PIVS P P TR P XV.,steh. weibl. Gestalt m. erhob. R. u. Zepter.,0.0,1.0,5.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:349,gaz:2044339,nm:ar,nm:ostia,nm:siliqua,C/R//PLG,CAESAR,9.69,17.9,20.9,1,5.0,1,1,DIVA FAVSTINA.,steh. Gestalt n. l. m. Füllhorn. AV[. ].,3.0,5.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:350,gaz:2044947,nm:av,nm:cyzicus,nm:roman_medallion,-/-//(Epsilon) on XXI,TIA_V,3.57,21.8,18.3,1,12.0,1,1,FAVSTINAI AVCVIIID,Vs. und Rs. zeigen Kopf.,4.0,2.0,5.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:351,gaz:2049750,nm:ar,nm:nicomedia,nm:roman_medallion,-/N//-,SE (Wertz 168.2),11.54,21.12,23.0,1,11.0,1,1,"Beizeichen vor dem Kopf D, dahinter G.",Punkt über Lilie.,2.0,2.0,4.0,5.0,...CO - NS...
afe:352,gaz:2049645,nm:av,nm:heracleia_thracica,nm:aureus,-/-//MT,SE (Wertz 168.2),2.01,21.13,21.55,1,1.0,1,1,Brustb. d. Faustina DIVA FAVSTINA|,"Minerva mit Helm, drapiert n. r., mit Wurfspieß und rundem Schild, zu den Füßen r. Eule, l. COS, r. IIII",3.0,2.0,5.0,3.0,...CO - NS...
afe:353,gaz:2050232,nm:av,nm:colonia_claudia_ara_agrippinensium,nm:miliarensis,XI/-//-,?,1.72,18.1,21.24,1,4.0,1,1,HADRIANVS AVGVSTVS. Barhäuptige Büste des Kaisers n. r.,VICTORI-A AVGGGZ,3.0,3.0,1.0,2.0,...CO - NS...
afe:354,gaz:2048660,nm:ar,nm:berytus,nm:follis,-/H//-,?,2.09,28.1,21.31,1,5.0,1,1,,stehende Figur n. l. mit Szepter(?).,0.0,5.0,5.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:355,gaz:2044667,nm:av,nm:colonia_claudia_ara_agrippinensium,nm:sestertius,-/-//LVGS,SE (Wertz 168.2),2.64,18.6,18.3,1,2.0,1,1,Kopf r. belorbeert,RS: OP [   ]| weibl. F. sitzend n. r.,2.0,1.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:356,gaz:2050220,nm:av,nm:nicomedia,nm:ae3,-/-//T,TIA_V,28.31,23.0,20.9,1,8.0,1,1,[  ]PFELAV[  ].,P M TR P XIII] IMP VIII COS V P [P].,0.0,4.0,5.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:357,gaz:2044667,nm:ae,nm:lycia,nm:ae3,?/-//.SIS.,Vs.: Kranz,1.65,18.4,20.0,1,12.0,1,1,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",RS: OP [   ]| weibl. F. sitzend n. r.,1.0,3.0,5.0,3.0,...CO - NS...
afe:358,gaz:2049594,nm:ae,nm:berytus,nm:reduced_siliqua,S/F//GammaSIS*,CAESAR,4.0,22.8,21.24,1,2.0,1,1,Kopf n. r. m. Lrbkr.,PVD[ICITIA].,1.0,5.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:359,gaz:2044319,nm:billon,nm:pella_macedon,nm:drachma,-/-//N,CAESAR,4.58,18.8,21.13,1,6.0,1,1,NERO CAESAR AVGVSTVS K. r.SALVS sitzt n. l.,unkenntlich,2.0,5.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:360,gaz:2048980,nm:av,nm:siscia,nm:roman_medallion,-/-//?,CAESAR,3.41,18.3,28.0,1,7.0,1,1,in einem ^Klumpen^ eingebacken.,CO[  ]I[ ]. Sitzende Gestalt n. l.,4.0,1.0,3.0,1.0,...CO - NS...
afe:361,gaz:2052742,nm:billon,nm:commagene,nm:roman_medallion,-/-//XII,TIA_V,2.99,14.9,22.43,1,8.0,1,1,Drapierung am Schulteransatz.,"COS V PP SPQR OPTIMO PRINC, Minerva sitzend",3.0,2.0,1.0,4.0,...CO - NS...
afe:362,gaz:2044780,nm:ar,nm:carthage,nm:follis,XI/-//-,SE (Wertz 168.2),22.63,22.1,21.86,1,12.0,1,1,Kopf n. r. m. Lrbkr. AD(spiegelverkehrt)NIVONI-UDDOVII?(speigelverkehrt)D(spiegelverkehrt).,steh. Gestalt n. l. [  ]ASAVO(C?).,4.0,2.0,2.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:363,gaz:2050220,nm:ar,nm:thessalonica,nm:solidus,I,SE (Wertz 168.2),1.8,18.3,20.89,1,11.0,1,1,m. Ägis.,Ceres (?) steht n. l. m. Kornähren (?) und Zepter.,2.0,5.0,1.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:364,gaz:2048660,nm:ae,nm:arelate,nm:follis,-/-//RT,SE (Wertz 168.2),6.62,1.6,21.16,1,6.0,1,1,L VERVS AVG ARM PARTH MAX.,unkenntlich,0.0,2.0,3.0,1.0,...CO - NS...
afe:365,gaz:2048980,nm:av,nm:arelate,nm:quinarius,M/D//COMOB,CAESAR,7.91,32.3,18.3,1,1.0,1,1,HADRIANVS [AVGVSTVS].,[  ]AXIME[  ].,2.0,2.0,3.0,3.0,...CO - NS...
afe:366,gaz:2050078,nm:ar,nm:mediolanum,nm:ae2,-/S//SMK,?,3.17,30.8,18.6,1,1.0,1,1,"Kopf r. belorbeert, Rev. in einem ^Klumpen^ eingebacken.",Rs. Victoria beschreibt Schild,4.0,4.0,3.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:367,gaz:2050220,nm:ae,nm:emisa,nm:reduced_siliqua,-/H//-,TIA_V,13.82,20.8,21.73,1,2.0,1,1,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,4.0,4.0,3.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:368,gaz:2426301,nm:billon,nm:lugdunum,nm:drachma,-/-//QXXT,TIA_V,4.15,22.05,21.49,1,7.0,1,1,Kopf m. L. n. re.| ANTONINVS PIVS AVG GERM,Mars n. l. mit Speer,4.0,5.0,5.0,4.0,...CO - NS...
afe:369,gaz:2048880,nm:billon,nm:berytus,nm:siliqua,-/-//PLG,SE (Wertz 168.2),1.92,21.12,22.0,1,1.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,FORTVN NHDV X,5.0,2.0,1.0,4.0,...CO - NS...
afe:370,gaz:2050006,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:ae2,-/-//COM,SE (Wertz 168.2),18.23,20.4,20.0,1,7.0,1,1,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",[C]O[S] IIII.,4.0,5.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:371,gaz:2044332,nm:ar,nm:londinium,nm:dupondius,-/-//A,?,4.03,11.0,21.12,1,6.0,1,1,"Beizeichen vor dem Kopf D, dahinter G.","Vs. Kopf n. r. m. Lrbkr., AYT [...]KAIC NE? T?AIANOC CEB ?E?M. Rs. Zwei Lyren. [...] YPAT.B[...].",1.0,3.0,3.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:372,gaz:2050007,nm:av,nm:tarraco,nm:stater,-/-//(C on TRP),?,2.62,21.86,21.13,1,1.0,1,1,RS: OP [   ]| weibl. F. sitzend n. r.,steh. weibl. Gestalt n. l. m. Zepter.,4.0,5.0,2.0,4.0,...CO - NS...
afe:373,gaz:2044764,nm:ae,nm:sirmium,nm:roman_medallion,-/-//S,TIA_V,1.35,19.0,21.55,1,5.0,1,1,[ ]M[  ]NTON[   ].,Nobilitas n. l.,4.0,0.0,1.0,2.0,...CO - NS...
afe:374,gaz:2049645,nm:billon,nm:ticinum,nm:dupondius,-/A//-,TIA_V,8.15,17.7,20.4,1,7.0,1,1,leicht aufgeplatzte Oberfläche,DAIVS AVCVSTI,4.0,0.0,1.0,4.0,...CO - NS...
afe:375,gaz:2044764,nm:billon,nm:narbo,nm:quarter-stater,-/-//MP,SE (Wertz 168.2),2.29,16.3,18.3,1,4.0,1,1,Kopf n. r. m. Lrbkr. AVIITOVIIFOVIXIIAVOII.,TR POT COS II.,0.0,1.0,2.0,3.0,...CO - NS...
afe:376,gaz:2052742,nm:ae,nm:lycia,nm:denarius,-/Delta//-,?,1.71,21.36,21.13,1,12.0,1,1,TR POT VIIII,Bruchstück der Rev.(?)-Legende: ... SPMT ...,1.0,1.0,1.0,4.0,...CO - NS...
